date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:07:11	257/257	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Aug%202025%2015:07:10%20GMT	https://daga69.vip/robots.txt		(from )
22:07:12	81643/81643	---M-Z	200	added ('OK')	text/html	etag:%2213eeb-63d52685f8b18-gzip%22	https://daga69.vip/	C:/My%20Web%20Sites/ladi-68/daga69.vip/index.html	(from )
22:07:13	257/257	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Aug%202025%2015:07:12%20GMT	https://daga69.vip/user/	C:/My%20Web%20Sites/ladi-68/daga69.vip/user/index.html	(from https://daga69.vip/)
22:07:13	257/257	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Aug%202025%2015:07:12%20GMT	https://daga69.vip/feed/	C:/My%20Web%20Sites/ladi-68/daga69.vip/feed/index.html	(from https://daga69.vip/)
22:07:13	257/257	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Aug%202025%2015:07:13%20GMT	https://daga69.vip/comments/feed/	C:/My%20Web%20Sites/ladi-68/daga69.vip/comments/feed/index.html	(from https://daga69.vip/)
22:07:13	5503/5503	---M-Z	200	added ('OK')	text/css	etag:%22157f-6879c3ca-508631683319b51a;gz%22	https://wala66.net/wp-content/css/1-%20hello-elementor.css	C:/My%20Web%20Sites/ladi-68/wala66.net/wp-content/css/1-%20hello-elementor.css	(from https://daga69.vip/)
22:07:13	5148/5148	---M-Z	200	added ('OK')	text/css	etag:%22141c-6879c3ca-bbab29bb1d758432;gz%22	https://wala66.net/wp-content/css/2%20-%20hello-elementor-theme-style.css	C:/My%20Web%20Sites/ladi-68/wala66.net/wp-content/css/2%20-%20hello-elementor-theme-style.css	(from https://daga69.vip/)
22:07:14	7214/7214	---M-Z	200	added ('OK')	text/css	etag:%221c2e-6879c3ca-98034ad1d01a4268;gz%22	https://wala66.net/wp-content/css/3%20-%20hello-elementor-header-footer.css	C:/My%20Web%20Sites/ladi-68/wala66.net/wp-content/css/3%20-%20hello-elementor-header-footer.css	(from https://daga69.vip/)
22:07:14	60578/60578	---M-Z	200	added ('OK')	text/css	etag:%22eca2-6879c3ca-3278ea6ebf9671bc;gz%22	https://wala66.net/wp-content/css/4%20-%20elementor-frontend-css.css	C:/My%20Web%20Sites/ladi-68/wala66.net/wp-content/css/4%20-%20elementor-frontend-css.css	(from https://daga69.vip/)
22:07:14	1822/1822	---M-Z	200	added ('OK')	text/css	etag:%2271e-6879c3ca-eef174732e710072;gz%22	https://wala66.net/wp-content/css/5%20-%20elementor-post-8.css	C:/My%20Web%20Sites/ladi-68/wala66.net/wp-content/css/5%20-%20elementor-post-8.css	(from https://daga69.vip/)
22:07:14	16485/16485	---M-Z	200	added ('OK')	text/css	etag:%224065-6879c3ca-eb51193385167619;gz%22	https://wala66.net/wp-content/css/6%20-%20swiper.css	C:/My%20Web%20Sites/ladi-68/wala66.net/wp-content/css/6%20-%20swiper.css	(from https://daga69.vip/)
22:07:15	10262/10262	---M-Z	200	added ('OK')	text/css	etag:%222816-6879c3ca-d4b924e59c0f8070;gz%22	https://wala66.net/wp-content/css/7%20-%20e-swiper.css	C:/My%20Web%20Sites/ladi-68/wala66.net/wp-content/css/7%20-%20e-swiper.css	(from https://daga69.vip/)
22:07:15	976/976	---M-Z	200	added ('OK')	text/css	etag:%223d0-6879c3ca-1bd060440e873491;gz%22	https://wala66.net//wp-content/css/8%20-e-popup-style.css	C:/My%20Web%20Sites/ladi-68/wala66.net/wp-content/css/8%20-e-popup-style.css	(from https://daga69.vip/)
22:07:15	322/322	---M-Z	200	added ('OK')	text/css	etag:%22142-6879c3ca-71a48958b24a13cc;gz%22	https://wala66.net/wp-content/css/9%20-%20e-animation-zoomInDow.css	C:/My%20Web%20Sites/ladi-68/wala66.net/wp-content/css/9%20-%20e-animation-zoomInDow.css	(from https://daga69.vip/)
22:07:15	257/257	---M--	200	added ('OK')	text/css	etag:%22101-6879c3ca-c9c8db13d33efda7;;;%22	https://wala66.net/wp-content/css/10%20-%20widget-image-css.css	C:/My%20Web%20Sites/ladi-68/wala66.net/wp-content/css/10%20-%20widget-image-css.css	(from https://daga69.vip/)
22:07:15	207/207	---M--	200	added ('OK')	text/css	etag:%22cf-6879c3ca-3d9242e62ab414f1;;;%22	https://wala66.net/wp-content/css/11%20-%20e-animation-shrink.css	C:/My%20Web%20Sites/ladi-68/wala66.net/wp-content/css/11%20-%20e-animation-shrink.css	(from https://daga69.vip/)
22:07:16	12386/12386	---M-Z	200	added ('OK')	text/css	etag:%223062-6879c3ca-2f6e66419299f075;gz%22	https://wala66.net/wp-content/css/12%20-%20elementor-post-14.css	C:/My%20Web%20Sites/ladi-68/wala66.net/wp-content/css/12%20-%20elementor-post-14.css	(from https://daga69.vip/)
22:07:16	160/160	---M--	200	added ('OK')	text/css	etag:%22a0-6879c3ca-b4df42aa27f3bf87;;;%22	https://wala66.net/wp-content/css/13%20-%20elementor-post-53.css	C:/My%20Web%20Sites/ladi-68/wala66.net/wp-content/css/13%20-%20elementor-post-53.css	(from https://daga69.vip/)
22:07:16	160/160	---M--	200	added ('OK')	text/css	etag:%22a0-6879c3ca-3befd893e84c7922;;;%22	https://wala66.net/wp-content/css/14%20-%20elementor-post-56.css	C:/My%20Web%20Sites/ladi-68/wala66.net/wp-content/css/14%20-%20elementor-post-56.css	(from https://daga69.vip/)
22:07:16	1628/1628	---M-Z	200	added ('OK')	text/css	etag:%2265c-6879c3ca-5e199efab8885035;gz%22	https://wala66.net/wp-content/css/15%20-%20css-protect.css	C:/My%20Web%20Sites/ladi-68/wala66.net/wp-content/css/15%20-%20css-protect.css	(from https://daga69.vip/)
22:07:17	232/232	---M--	200	added ('OK')	text/css	etag:%22e8-6879c3ca-eafdea458c066155;;;%22	https://wala66.net/wp-content/css/16%20-%20print-protection.css	C:/My%20Web%20Sites/ladi-68/wala66.net/wp-content/css/16%20-%20print-protection.css	(from https://daga69.vip/)
22:07:17	120141/120141	---M-Z	200	added ('OK')	text/css	etag:%221d54d-6879c3ca-23b5296537d50fc9;gz%22	https://wala66.net/wp-content/css/17-%20google-fonts-1.css	C:/My%20Web%20Sites/ladi-68/wala66.net/wp-content/css/17-%20google-fonts-1.css	(from https://daga69.vip/)
22:07:17	87557/87557	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215605-6879c3ca-41a0aed380a207f6;gz%22	https://wala66.net/wp-content/css/18%20-%20gstatic.js	C:/My%20Web%20Sites/ladi-68/wala66.net/wp-content/css/18%20-%20gstatic.js	(from https://daga69.vip/)
22:07:18	13579/13579	---M-Z	200	added ('OK')	application/x-javascript	etag:%22350b-6879c3ca-e68279e3875bae;gz%22	https://wala66.net/wp-content/css/19%20-%20jquery-migrate.min.js	C:/My%20Web%20Sites/ladi-68/wala66.net/wp-content/css/19%20-%20jquery-migrate.min.js	(from https://daga69.vip/)
22:07:19	316958/316958	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2027%20Aug%202025%2015:07:18%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/ladi-68/connect.facebook.net/en_US/fbevents.js	(from https://daga69.vip/)
22:07:19	731733/731733	---M--	200	added ('OK')	image/png	etag:%22b2a55-63d15f18d15e7%22	https://daga69.vip/wp-content/uploads/2023/09/S%2006.png	C:/My%20Web%20Sites/ladi-68/daga69.vip/wp-content/uploads/2023/09/S%2006.png	(from https://daga69.vip/)
22:07:20	364744/364744	---M--	200	added ('OK')	image/gif	etag:%22590c8-6879dbcf-fc6522abf6cb51c1;;;%22	https://wala66.vip/wp-content/uploads/2025/07/GIF-DANG-KY.gif	C:/My%20Web%20Sites/ladi-68/wala66.vip/wp-content/uploads/2025/07/GIF-DANG-KY.gif	(from https://daga69.vip/)
